C & C Music Factory - Do You Want to Get Funky
C & C Music Factory - Gonna Make You Sweat
C & C Music Factory - Things That Make You Go Hmmm
C Note - Wait Till I Get Home
C-Side - Boyfriend/Girlfriend [w/Keyshia Cole]
Cab, The - Bounce
Comedy - Engvall, Bill - Warning Signs [w/John Michael Montgomery]
Comedy - Fannypack - Camel Toe
Comedy - Carrington, Rodney - Morning Wood
Comedy - Carrington, Rodney - More of a Man
Comedy - Carrington, Rodney - Letter to My Penis
Comedy - AC/DC - Big Balls
Comedy - Addotta, Kip - Wet Dream
Comedy - Bare, Bobby - Dropkick Me, Jesus
Comedy - Bare, Bobby - The Jogger
Comedy - Barnes & Barnes - Fish Heads
Comedy - Ben Folds Five - Song for the Dumped
Comedy - Blassie, Freddie - Pencil Neck Geek
Comedy - Bloodhound Gang - see  Bloodhound Gang 
Comedy - Bob & Tom Band - Blow Me a Kiss
Comedy - Bob & Tom Band - Buzz, Buzz the Vibrator Song
Comedy - Bob & Tom Band - Prisoner of Love
Comedy - Brown, Julie - Homecoming Queen's Got a Gun
Comedy - Buckner & Carcia - Pac-Man Fever
Comedy - Camper Van Beethoven - Take the Skinheads Bowling
Comedy - Carrington, Rodney - Fred
Comedy - Carrington, Rodney - Great to Be a Man
Comedy - Fast Food Rockers - Fast Food Song
Comedy - Flight of the Conchords - Business Time
Comedy - Martin, Barry - Hummers in Heaven
Comedy - King Missile - Detachable Penis
Comedy - Kingsmen - Louie, Louie
Comedy - Larry Verne - Mr. Custer
Comedy - Leary, Denis - Asshole
Comedy - Lehrer, Tom - Masochism Tango, The
Comedy - Lehrer, Tom - Poisoning Pigeons in the Park
Comedy - Lonely Island - Dick in a Box [ft. Justin Timberlake]
Comedy - Lonely Island - I'm on a Boat
Comedy - Lonely Island - I'm on a Boat [ft. T-Pain]
Comedy - Lonely Island - Jack Sparrow [ft. Michael Bolton]
Comedy - Lonely Island - Jizz in My Pants
Comedy - Lonely Island - MotherLover [ft. Justin Timberlake]
Comedy - Lonely Island - Threw It on the Ground
Comedy - Lonely Island - We're Back!
Comedy - M - Pop Muzik
Comedy - Marathons - Peanut Butter
Comedy - K-Doe, Ernie - Mother in Law
Comedy - Judd, Cletus T. (see  Judd )
Comedy - Jones, Spike - Yes We Have No Bananas
Comedy - Flight of the Conchords - Hiphopapotamus vs Rhymenocerous
Comedy - Flight of the Conchords - I'm Not Crying
Comedy - Flight of the Conchords - Ladies of the World
Comedy - Flight of the Conchords - Most Beautiful Girl (In the Room)
Comedy - Flight of the Conchords - Think About It
Comedy - Fools - Life Sucks When You Die
Comedy - Francis, Connie - Who's Sorry Now
Comedy - Goons - Ying Tong Song
Comedy - Green Jell
Comedy - Griffin, Merv - I've Got a Lovely Bunch of Coconuts
Comedy - Jones, Kacey - You're the Reason Our Kids Are Ugly [w/Delbert McClinton]
Comedy - Jones, Kacey - Never Wear Panties to a Party
Comedy - Hyland, Brian - Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini
Comedy - Homer & Jethro - The Battle of Kookamonga
Comedy - Hollywood Argyles - Alley Oop
Comedy - Harris, Rolf - Tie Me Kangaroo Down, Sport
Comedy - Groucho Marx - Tattooed Lady
Comedy -  Parody - On the Stairs Tonight [Phil Collins]
Comedy -  Parody - No Pigeons [TLC - No Scrubs]
Comedy -  Parody - My Girls [Temptations - My Girl]
Comedy -  Parody - LSD [Beatles - Let It Be]
Comedy -  Parody - Lazy [Patsy Cline - Crazy]
Comedy -  Parody - Lady in Bed [Chris DeBurgh]
Comedy -  Parody - Knob Ender [Big Spender]
Comedy -  Parody - Just the Way They Are [Billy Joel]
Comedy -  Parody - I've Gotta Get Laid [George Michael - Faith]
Comedy -  Parody - Incompatible [Nat 'King' Cole - Unforgettable]
Comedy -  Parody - I'm a Believer [Monkees/Vic Reeves/Smashmouth]
Comedy -  Parody - I Won't Survive [Gloria Gaynor]
Comedy -  Parody - One Fine Lay [Chiffons/Carole King]
Comedy -  Parody - Oops I Farted Again [Britney Spears]
Comedy -  Parody - Someone Stupid [Sinatra - Somethin' Stupid]
Comedy -  Parody - You're the One That I Want [Grease]
Comedy -  Parody - You Don't Smell Like Flowers [Streisand-Diamond]
Comedy -  Parody - World Without Drugs [Peter & Gordon - World w/o Love]
Comedy -  Parody - With Legs Wide Open [Creed]
Comedy -  Parody - We Are the Worms [USA for Africa - Dr. Demento]
Comedy -  Parody - Waiting on the Doctor All Day [Otis Redding - Dock of the Bay]
Comedy -  Parody - Threes Please Me [Beatles]
Comedy -  Parody - Three Times the Lady [Lionel Richie]
Comedy -  Parody - Talented Girl [Neil Sedaka - Calendar Girl]
Comedy -  Parody - Summer Nights [Grease]
Comedy -  Parody - Stacked Plastic Woman [Santana]
Comedy -  Parody - You've Gotta Have Boobs [Bette Midler]
Comedy -  Parody - I Will Survive [Gloria Gaynor]
Comedy -  Parody - I Did You Babe [Sonny & Cher]
Comedy -  Parody - Combo #5 [Lou Bega]
Comedy -  Parody - Cock of the Day [Otis Redding - Dock of the Bay]
Comedy -  Parody - Boozing My Religion [REM]
Comedy -  Parody - Bone Again Naturally [Gilbert O'Sullivan]
Comedy -  Parody - Bimbo #5 [Lou Bega {Bill Clinton}]
Comedy -  Parody - Ball and Chain [Carly Simon - You're So Vain]
Comedy -  Parody - Always Something There to Remind Me [Naked Eyes, etc]
Comedy -  Parody - All F-cked Up [Elvis Presley - All Shook Up]
Comedy -  Parody - Ain't No P*ssy When She's Gone [Bill Withers]
Comedy -  Parody - After the Humpin' [Engelbert Humperdinck]
Comedy -  Parody -  Yankovic,  Weird Al  (see  Yankovic )
Comedy -  Parody -  Judd, Cletus T. (see  Judd )
Comedy -  Parody - Coz I Mugged You [Slade - Coz I Luv You]
Comedy -  Parody - Devil Went to Jamaica [Charlie Daniels]
Comedy -  Parody - Do You Feel Old Tonight [Elvis - Are You Lonesome Tonight]
Comedy -  Parody - I Can Make You Hump Me [Bonnie Raitt]
Comedy -  Parody - He Ain't Heavy He's My Buddy [Hollies]
Comedy -  Parody - Have I Told You Lately [Van Morrison/Rod Stewart]
Comedy -  Parody - Hair Keeps Falling Off My Head [BJ Thomas]
Comedy -  Parody - Green Green Grass of Home [Tom Jones]
Comedy -  Parody - Girls in Leather Have Fun [Cyndi Lauper]
Comedy -  Parody - Feelin' Her P*ssy [Fugees - Killing Me Softly]
Comedy -  Parody - Don't Break a Fart [Achy-Breaky Heart]
Comedy -  Parody - Don't Drive Through That Neighbourhood [Animals - Don't Let Me Be Misunderstood]
Comedy -  Parody - Don't You Talk Sh*t About Me [Simple Minds]
Comedy -  Parody - Everyday [Buddy Holly]
Comedy -  Parody - Farting [Roy Orbison - Cryin']
Comedy - Christmas - Rivers, Bob - Wreck the Malls
Comedy - Christmas - Royal Guardsmen - Snoopy's Christmas
Comedy - Christmas - Sandler, Adam - Chanukah Song, The
Comedy - Christmas - Singing Dogs - Jingle Bells
Comedy - Christmas - South Park - Lonely Jew on Christmas, The
Comedy - Christmas - South Park - Merry F-cking Christmas
Comedy - Christmas - Stevens, Ray - Santa Claus Is Watching
Comedy - Christmas - Tomlinson, Ricky - Christmas, My Arse!
Comedy - Christmas - Wilson, Kevin Bloody - Ho Ho F-cking Ho
Comedy - Christmas - Wilson, Kevin Bloody - Santa's F-ckin' Roadies
Comedy - Christmas - Yankovic, 'Weird Al' - Christmas at Ground Zero
Comedy - Christmas - Rivers, Bob - What If Eminem Did Jingle Bells
Comedy - Christmas - Rivers, Bob - Twelve Pains of Christmas, The
Comedy - Christmas - Rivers, Bob - I Am Santa Claus
Comedy - Christmas - Carrington, Rodney - Who Put the Dick on the Snowman
Comedy - Christmas - Chipmunks - Chipmunk Song (Christmas Don't Be Late)
Comedy - Christmas - Diffie, Joe - Leroy the Redneck Reindeer
Comedy - Christmas - Elmo & Patsy - Grandma Got Run Over By a Reindeer
Comedy - Christmas - Elmo & Patsy - Senor Santa Claus
Comedy - Christmas - Foxworthy, Jeff - Redneck 12 Days of Christmas
Comedy - Christmas - Jones, Spike - All I Want for Christmas Is My Two Front Teeth
Comedy - Christmas - Little Stinkers - I Farted on Santa's Lap
Comedy - Christmas - McKenzie, Bob & Doug - Twelve Days of Christmas
Comedy - Christmas - Peevey, Gayla - I Want a Hippopotamus for Christmas
Comedy - Christmas - Peters, Red - Holy Sh*t, It's Christmas!
Comedy - Christmas - Peters, Red - You Ain't Gettin' Sh*t for Christmas
Comin' Home - City and Colour
Commander Cody - Hot Rod Lincoln
Commitments, The - Try a Little Tenderness
Commitments, The - Mustang Sally
Commodores, The - Too Hot to Trot
Commodores, The - Three Times a Lady
Commodores, The - Sweet Love
Commodores, The - Still
Commodores, The - Sail On
Commodores, The - Nightshift
Commodores, The - Lady (You Bring Me Up)
Commodores, The - Just to Be Close to You
Commodores, The - Easy
Commodores, The - Brick House
Common - Universal Mind Control [w/Pharrell]
Common - Testify
Common - Tell Me What We're Gonna Do Now [w/Joss Stone]
Common - Love of My Life (An Ode to Hip Hop) [w/Erykah Badu
Common - Go
Common - Ghetto Dreams [w/Nas]
Common - Dance for Me [w/Mary J Blige]
Common - Come Close to Me [w/Mary J Blige]
Communards, The - Don't Leave Me This Way
Como, Perry - No Place Like Home for the Holidays
Como, Perry - Round & Round
Como, Perry - Santa Claus Is Coming to Town
Como, Perry - Silent Night
Como, Perry - Silver Bells
Como, Perry - Some Enchanted Evening
Como, Perry - Til the End of Time
Como, Perry - When You Were Sweet Sixteen
Como, Perry - Make Someone Happy
Como, Perry - Magic Moments
Como, Perry - Kewpie Doll
Como, Perry - And I Love You So
Como, Perry - As Time Goes By
Como, Perry - Catch a Falling Star
Como, Perry - Don't Let the Stars Get in Your Eyes
Como, Perry - For the Good Times
Como, Perry - Have Yourself a Merry Little Christmas
Como, Perry - Hot Diggity (Dog Ziggity Boom)
Como, Perry - If
Como, Perry - It's Impossible
Company B - Fascinated
Con Funk Shun - Love Train (Part 2)
Con Funk Shun - Love Train (Part 1)
Con Funk Shun - Ffun
Concrete Blonde - God Is a Bullet
Concrete Blonde - Heal It Up
Concrete Blonde - Joey
Concrete Blonde - Everybody Knows
Coney Hatch - Monkey Bars
Confederate Railroad, The - Summer in Dixie
Confederate Railroad, The - That's What Brothers Do
Confederate Railroad, The - Trashy Women
Confederate Railroad, The - When and Where
Confederate Railroad, The - When You Leave That Way You Can Never Come Back
Confederate Railroad, The - See Ya
Confederate Railroad, The - Queen of Memphis
Confederate Railroad, The - One You Love the Most, The
Confederate Railroad, The - Big One, The
Confederate Railroad, The - Cowboy Cadillac
Confederate Railroad, The - Daddy Never Was the Cadillac Kind
Confederate Railroad, The - Elvis & Andy
Confederate Railroad, The - I Hate Rap
Confederate Railroad, The - Jesus and Mama
Conjunto Primavera - Necesito Decirte
Conjunto Primavera - Una Vez Mas
Conjunto Primavera - Perdoname Mi Amor
Conjunto Primavera - No Te Podias Quedar
Conjunto Primavera - No Se Vivir Sin Ti
Conjunto Primavera - No Le Ruegues
Conjunto Primavera - Morir de Amor
Conjunto Primavera - Hazme Olvidarla
Conjunto Primavera - En Cada Gota de Mi Sangre
Conjunto Primavera - Borracho (Versi
Conjunto Primavera - Ave Cautiva
Conjunto Primavera - Actos de un Tonto
Conlee, John - In My Eyes
Conlee, John - Lady Lay Down
Conlee, John - Miss Emily's Picture
Conlee, John - Rose Colored Glasses
Conlee, John - She Can't Say That Anymore
Conlee, John - I'm Only in It for the Love
Conlee, John - I Don't Remember Loving You
Conlee, John - Baby, You're Something
Conlee, John - Back Side of Thirty
Conlee, John - Busted
Conlee, John - Common Man
Conlee, John - Friday Night Blues
Conlee, John - Got My Heart Set on You
Conley, Arthur - Shake, Rattle & Roll
Conley, Arthur - Sweet Soul Music
Conley, Earl Thomas - Nobody Falls Like a Fool
Conley, Earl Thomas - Once in a Blue Moon
Conley, Earl Thomas - Right from the Start
Conley, Earl Thomas - Somewhere Between Right and Wrong
Conley, Earl Thomas - What I'd Say
Conley, Earl Thomas - What She Is
Conley, Earl Thomas - Love Don't Care
Conley, Earl Thomas - I Have Loved You, Girl
Conley, Earl Thomas - Chance of Lovin' You
Conley, Earl Thomas - Don't Make It Easy for Me
Conley, Earl Thomas - Fire and Smoke
Conley, Earl Thomas - Heavenly Bodies
Conley, Earl Thomas - Holding Her and Loving You
Conley, Earl Thomas - Honor Bound
Conley, Earl Thomas - I Can't Win for Losin' You
Connick, Harry Jr. - Wink and a Smile, A
Connick, Harry Jr. - Whisper Your Name
Connick, Harry Jr. - Where or When
Connick, Harry Jr. - What Are You Doing New Year's Eve
Connick, Harry Jr. - Recipe for Love
Connick, Harry Jr. - On the Street Where You Live
Connick, Harry Jr. - Hear Me in the Harmony
Connick, Harry Jr. - If I Could Only Whisper Your Name
Connick, Harry Jr. - It Had to Be You
Connick, Harry Jr. - My Funny Valentine
Connor, Sarah - Bounce
Conroy, Patricia - What Else Can I Do
Contours, The - Do You Love Me
Contours, The - Do Ya Love Me Baby
Control - No Que No
Control - Tao Tao
Cook, David - Light On
Cook, Elizabeth - Stupid Things
Cook, Elizabeth - Sometimes It Takes Balls to Be a Woman
Cook, Kristy Lee - 15 Minutes of Shame
Cooke, Jesse - Fall at Your Feet
Cooke, Sam - Only Sixteen
Cooke, Sam - Send Me Some Lovin'
Cooke, Sam - Shake, The
Cooke, Sam - Soothe Me
Cooke, Sam - Twisting the Night Away
Cooke, Sam - Wonderful World
Cooke, Sam - You Send Me
Cooke, Sam - Meet Me at Mary's Place
Cooke, Sam - Having a Party
Cooke, Sam - Another Saturday Night
Cooke, Sam - Bring It on Home to Me
Cooke, Sam - Chain Gang
Cooke, Sam - Change Is Gonna Come, A
Cooke, Sam - Cupid
Cooke, Sam - Everybody Loves to Cha Cha Cha
Cooke, Sam - Frankie and Johnnie
Cooke, Sam - Good Times
Cookies, The - Chains
Cookies, The - Don't Say Nothin' Bad (About My Baby)
Coolidge, Rita - Your Love Has Lifted Me Higher and Higher
Coolidge, Rita - We're All Alone
Coolidge, Rita - Somethin' About You Baby I Like [w/Glen Campbell]
Coolidge, Rita - I'd Rather Leave While I'm In
Coolidge, Rita - Higher and Higher
Coolidge, Rita - All Time High
Coolio - Fantastic Voyage
Coolio - Gangsta's Paradise [w/LV]
Cooper, Alice - Raped and Freezing
Cooper, Alice - Poison
Cooper, Alice - Only Women Bleed
Cooper, Alice - No More Mr. Nice Guy
Cooper, Alice - School's Out
Cooper, Alice - Sick Things
Cooper, Alice - Some Folks
Cooper, Alice - Under My Wheels
Cooper, Alice - Welcome to My Nightmare
Cooper, Alice - You and Me
Cooper, Alice - Is It My Body
Cooper, Alice - I'm Eighteen
Cooper, Alice - I Never Cry
Cooper, Alice - Ballad of Dwight Fry
Cooper, Alice - Be My Lover
Cooper, Alice - Billion Dollar Babies
Cooper, Alice - Dead Babies
Cooper, Alice - Desperado
Cooper, Alice - Elected
Cooper, Alice - Feed My Frankenstein
Cooper, Alice - Generation Landslide
Cooper, Alice - Hello Hooray
Cooper, Alice - Hey Stoopid
Cooper, Alice - I Love the Dead
Coppola, Imani - Legend of a Cowgirl
Coral - Dreaming of You
Coral, The - Dreaming of You
Coral, The - In the Morning
Coral, The - Pass It On
Corbin, Easton - This Feels a Lot Like Love
Corbin, Easton - Loving You Is Fun
Corbin, Easton - I Think of You
Corbin, Easton - I Can't Love You Back
Corden, James - Shout (England World Cup Song) [w/Dizzee Rascal]
Cornelius Brothers & Sister Rose - Too Late to Turn Back Now
Cornelius Brothers & Sister Rose - Treat Her Like a Lady
Cornelius, Helen - I Don't Want to Have to Marry You [w/Jim Ed Brown}
Cornell, Chris - You Know My Name
Cornell, Chris -  see also  Soundgarden 
Cornershop - Brimful of Asha
Corona - Rhythm of the Night
Corr, Ida vs. Fedde Le Grand - Let Me Think About It
Corrosion of Conformity - Congratulations Song
Corrs, The - Right Time, The
Corrs, The - Would You Be Happier
Corrs, The - When the Stars Go Blue [w/Bono]
Corrs, The - What Can I Do
Corrs, The - Summer Sunshine
Corrs, The - So Young
Corrs, The - Runaway
Corrs, The - Radio
Corrs, The - One Night
Corrs, The - Breathless
Corrs, The - Dreams
Corrs, The - Give Me a Reason
Corrs, The - I Know My Love [w/The Chieftans]
Corrs, The - I Never Loved You Anyway
Corrs, The - Irresistible
Corrs, The - Looking Through Your Eyes [w/Bryan White]
Corrs, The - On My Father's Wings
Cosgrove, Miranda - About You Now
Costello, Elvis - Red Shoes
Costello, Elvis - She [w/Burt Bacharach]
Costello, Elvis - Toledo [w/Burt Bacharach]
Costello, Elvis - Veronica
Costello, Elvis - Watching the Detectives
Costello, Elvis - Radio Radio
Costello, Elvis - Pump It Up
Costello, Elvis - Peace, Love and Understanding
Costello, Elvis - Oliver's Army
Costello, Elvis - I Can't Stand Up for Falling Down
Costello, Elvis - Everyday I Write the Book
Costello, Elvis - Alison
Costello, Elvis - Accidents Will Happen
Costello, Elvis - Good Year for the Roses, A
Cotter, Brad - I Meant To
Cotton, Josie - He Could Be the One
Cotton, Josie - Johnny, Are You Queer
Coty, Neal - Right Down Through the Middle of Us
Cougar, John - see  Mellencamp, John Cougar 
Coulter, Phil - Town I Loved So Well, The
Counting Crows - She Don't Want Nobody Near
Counting Crows - Round Here
Counting Crows - Rain King
Counting Crows - Murder of One, A
Counting Crows - Mr. Jones
Counting Crows - Long December, A
Counting Crows - Hangin' Around
Counting Crows - Daylight Fading
Counting Crows - Big Yellow Taxi [w/Vanessa Carlton]
Counting Crows - Angels of the Silences
Counting Crows - American Girls [w/Sheryl Crow]
Counting Crows - Accidentally in Love
Country Gentlemen - Nine Pound Hammer
Country Gentlemen - Fox on the Run
Course of Nature - Caught in the Sun
Course of Nature - Wall of Shame
Cousins, Tina - Mysterious Times Sash!
Coven - One Tin Soldier, the Legend of Billy Jack
Cover Drive - Twilight
Cover Drive - Turn Up the Love [w/Far East Movement]
Cover Drive - Sparks
Cover Drive - Explode [w/Dappy]
Cover Girls, The - Wishing on a Star
Cover Girls, The - Show Me
Coves - Wicked Game
Covington, Bucky - It's Good to Be Us
Covington, Bucky - I'll Walk
Covington, Bucky - Gotta Be Somebody
Covington, Bucky - Different World, A
Covington, Bucky - I Want My Life Back
Cowboy Crush - Hillbilly Nation
Cowboy Crush - Miss Difficult
Cowboy Crush - Nobody Ever Died of a Broken Heart
Cowboy Junkies - Sweet Jane
Cowboy Junkies - Common Disaster, A
Cowboy Mouth - Whatcha Gonna Do?
Cowboy Troy - Our America [w/Gretchen Wilson & Big and Rich]
Cowsills, The - Hair
Cowsills, The - Indian Lake
Cowsills, The - Rain, the Park & Other Things, The
Cox, Deborah - Who Do You Love
Cox, Deborah - Where Do We Go from Here
Cox, Deborah - We Can't Be Friends [w/R.L.]
Cox, Deborah - Up & Down
Cox, Deborah - Play Your Part
Cox, Deborah - Absolutely Not
Cox, Deborah - Did You Ever Love Me
Cox, Deborah - It's Over Now
Cox, Deborah - Nobody's Supposed to Be Here
Cox, Don - I Never Met a Woman I Didn't Like
Cox, Don - Man Overboard
Cox, Michael - Angela Jones
Cozier, Jimmy - She's All I Got
Cracker - Nothing to Believe In
Cracker - Low
Cracker - I Hate My Generation
Cracker - Golden Age, The
Craddock, Billy 'Crash' - You Rubbed It in All Wrong
Craddock, Billy 'Crash' - Sweet Magnolia Blossom
Craddock, Billy 'Crash' - Still Thinkin' 'bout You
Craddock, Billy 'Crash' - Rub It In
Craddock, Billy 'Crash' - Knock Three Times
Craddock, Billy 'Crash' - I Love the Blues and the Boogie Woogie
Craddock, Billy 'Crash' - I Cheated on a Good Woman's Love
Craddock, Billy 'Crash' - Easy as Pie
Craddock, Billy 'Crash' - Broken Down in Tiny Pieces
Craft, Earl Paul - Hey Girls!This Is Earl! Didn't Die
Cranberries, The - When You're Gone
Cranberries, The - Zombie
Cranberries, The - Analyse
Cranberries, The - Wake Up and Smell the Coffee
Cranberries, The - Tomorrow
Cranberries, The - This Is the Day
Cranberries, The - Salvation
Cranberries, The - Promises
Cranberries, The - Ode to My Family
Cranberries, The - Linger
Cranberries, The - Free to Decide
Cranberries, The - Dreams
Crash Test Dummies - Afternoons and Coffee Spoons
Crash Test Dummies - Mmm Mmm Mmm Mmm
Craven, Beverly - Promise Me
Crawford, Randy - You Might Need Somebody
Crawford, Randy - You Bring the Sun Out
Crawford, Randy - Who's Crying Now
Crawford, Randy - Street Life [w/The Crusaders]
Crawford, Randy - Rainy Night in Georgia
Crawford, Randy - One Day I'll Fly Away
Crawford, Randy - Almaz
Crawford, Randy - Cajun Moon
Crawford, Randy - Give Me the Night
Crawford, Randy - Last Night at Danceland
Crawford, Randy - Mad Over You
Cray, Robert - Foul Play
Cray, Robert - Moan
Cray, Robert - More than I Can Stand
Cray, Robert - Nothin' But a Woman
Cray, Robert - Smoking Gun
Cray, Robert - I Guess I Showed Her
Crazy Elephant - Gimme Gimme Good Lovin'
Crazy Frog - Axel F
Crazy Town - Butterfly
Crazy Town - Drowning
Crazy World of Arthur Brown - Fire
Cream - Strange Brew
Cream - Sunshine of Your Love
Cream - Swalbr
Cream - Tales of Brave Ulysses
Cream - White Room
Cream - Spoonful
Cream - Outside Woman Blues
Cream -  see also  Clapton, Eric 
Cream - Badge
Cream - Born Under a Bad Sign
Cream - Crossroads
Cream - I Feel Free
Cream - I'm So Glad
Creed - Riders on the Storm
Creed - Signs
Creed - Stand Here with Me
Creed - To Whom It May Concern
Creed - Torn
Creed - Weathered
Creed - What If
Creed - What's This Life For
Creed - Who's Got My Back
Creed - With Arms Wide Open
Creed - Rain
Creed - One Last Breath
Creed - Are You Ready?
Creed - Bullets
Creed - Don't Stop Dancing
Creed - Freedom Fighter
Creed - Hide
Creed - Higher
Creed - Higher [acoustic version]
Creed - I'm Eighteen
Creed - My Own Prison
Creed - My Sacrifice
Creed - One
Creedence Clearwater Revival - Premonition [John Fogerty solo]
Creedence Clearwater Revival - Old Man Down the Road [John Fogerty solo]
Creedence Clearwater Revival - Midnight Special, The
Creedence Clearwater Revival - Lookin' Out My Back Door
Creedence Clearwater Revival - Proud Mary
Creedence Clearwater Revival - Run Through the Jungle
Creedence Clearwater Revival - Susie Q
Creedence Clearwater Revival - Travelin' Band
Creedence Clearwater Revival - Up Around the Bend
Creedence Clearwater Revival - Who'll Stop the Rain?
Creedence Clearwater Revival - Long as I Can See the Light
Creedence Clearwater Revival - Lodi
Creedence Clearwater Revival - I Put a Spell on You
Creedence Clearwater Revival -  see also  Fogerty, John 
Creedence Clearwater Revival - Bad Moon Rising
Creedence Clearwater Revival - Born on the Bayou
Creedence Clearwater Revival - Centerfield [John Fogerty solo]
Creedence Clearwater Revival - Cotton Fields
Creedence Clearwater Revival - Down on the Corner
Creedence Clearwater Revival - Fortunate Son
Creedence Clearwater Revival - Green River
Creedence Clearwater Revival - Have You Ever Seen the Rain?
Creedence Clearwater Revival - Hey Tonight
Creedence Clearwater Revival - I Heard It Through the Grapevine
Crenshaw, Marshall - Whenever You're on My Mind
Crenshaw, Marshall - Someday, Someway
Crespo, Elvis - Wow Flash!
Crespo, Elvis - Tiemblo
Crespo, Elvis - Por el Caminito
Crespo, Elvis - Pintame
Crespo, Elvis - Mi Sol, Mi Luna
Crespo, Elvis - La Noche
Crespo, Elvis - Hora Enamorada
Crespo, Elvis - Come Baby Come [w/Gizelle D'Cole]
Crespo, Elvis - Bandida
Crests, The - Angels Listened In, The
Crests, The - Sixteen Candles
Crests, The - Step By Step
Crew Cuts, The - Sh-Boom [w/The Chords]
Cribbens, Bernard - Hole in the Ground, A
Cribbens, Bernard - Right Said Fred
Crime Mob - Rock Yo Hips
Cristian - Yo Queria
Cristian - Te Llame
Cristian - Lloviendo Estrellas
Cristian - Cuando Me Miras As
Cristian - Amor
Crittenden, Melodie - Broken Road
Crittenden, Melodie - I Should've Known
Croce, Jim - You Don't Mess Around with Jim
Croce, Jim - Workin' at the Car Wash Blues
Croce, Jim - Time in a Bottle
Croce, Jim - Photographs & Memories
Croce, Jim - Operator (That's Not the Way It Feels)
Croce, Jim - One Less Set of Footsteps
Croce, Jim - I'll Have to Say I Love You in a Song
Croce, Jim - I Got a Name
Croce, Jim - Bad, Bad Leroy Brown
Crosby, Bing - Side By Side
Crosby, Bing - Silver Bells
Crosby, Bing - Singing in the Rain
Crosby, Bing - Some Enchanted Evening
Crosby, Bing - Swanee
Crosby, Bing - Swinging on a Star
Crosby, Bing - True Love [w/Grace Kelly]
Crosby, Bing - White Christmas
Crosby, Bing - You Are My Sunshine
Crosby, Bing - Pennies from Heaven
Crosby, Bing - Peace on Earth/Little Drummer Boy [w/David Bowie]
Crosby, Bing - Around the World in 80 Days
Crosby, Bing - Begin the Beguine
Crosby, Bing - Count Your Blessings
Crosby, Bing - Dear Hearts & Gentle People
Crosby, Bing - Deep in the Heart of Texas
Crosby, Bing - Do You Hear What I Hear
Crosby, Bing - Don't Fence Me In
Crosby, Bing - Home for the Holidays
Crosby, Bing - I Kiss Your Hand Madame
Crosby, Bing - Mele Kalikimaka
Crosby, Rob - Fallin' in and Crawlin' Out
Crosby, Stills, Nash & Young - Only Waiting for You
Crosby, Stills, Nash & Young - Ohio
Crosby, Stills, Nash & Young - Military Madness
Crosby, Stills, Nash & Young - Marrakesh Express
Crosby, Stills, Nash & Young - Love the One You're with [Stephen Stills solo]
Crosby, Stills, Nash & Young - Our House
Crosby, Stills, Nash & Young - Simple Man
Crosby, Stills, Nash & Young - Southern Man
Crosby, Stills, Nash & Young - Suite: Judy Blue Eyes
Crosby, Stills, Nash & Young - Teach Your Children
Crosby, Stills, Nash & Young - Wasted on the Way
Crosby, Stills, Nash & Young - Wooden Ships
Crosby, Stills, Nash & Young - Woodstock
Crosby, Stills, Nash & Young - Long Time Gone
Crosby, Stills, Nash & Young - Long May You Run [Stills-Young Band]
Crosby, Stills, Nash & Young -  see also  Stills, Stephen 
Crosby, Stills, Nash & Young -  see also  Young, Neil 
Crosby, Stills, Nash & Young - 4 + 20
Crosby, Stills, Nash & Young - Almost Cut My Hair
Crosby, Stills, Nash & Young - Carry On
Crosby, Stills, Nash & Young - Chicago (We Can Change the World)
Crosby, Stills, Nash & Young - Cowgirl in the Sand
Crosby, Stills, Nash & Young - D
Crosby, Stills, Nash & Young - Down By the River [Neil Young Solo]
Crosby, Stills, Nash & Young - Find the Cost of Freedom
Crosby, Stills, Nash & Young - For What it's Worth [Buffalo Springfield]
Crosby, Stills, Nash & Young - Heart of Gold [Neil Young solo]
Crosby, Stills, Nash & Young - Helplessly Hoping
Crosby, Stills, Nash & Young - Just a Song Before I Go
Cross Canadian Ragweed - Sick and Tired
Cross Canadian Ragweed - Long Way Home
Cross Canadian Ragweed - 17
Cross, Christopher - Arthur's Theme (Best That You Can Do)
Cross, Christopher - Ride Like the Wind
Cross, Christopher - Sailing
Cross, Christopher - Save Your Sadness
Crosse, Clay - I Will Follow Christ
Crossfade - So Far Away
Crossfade - Invincible
Crossfade - Drown You Out
Crossfade - Colors
Crossfade - Cold
Crossin' Dixon - Guitar Slinger
Crouch, Andre - Soon and Very Soon
Crow, Sheryl - Real Gone
Crow, Sheryl - Picture [w/Kid Rock]
Crow, Sheryl - My Favorite Mistake
Crow, Sheryl - Light in Your Eyes
Crow, Sheryl - Leaving Las Vegas
Crow, Sheryl - Lean on Me [w/Kid Rock & Keith Urban]
Crow, Sheryl - It's So Easy [w/Don Henley]
Crow, Sheryl - Run Baby Run
Crow, Sheryl - Safe and Sound
Crow, Sheryl - Shine Over Babylon
Crow, Sheryl - Soak Up the Sun
Crow, Sheryl - Steve McQueen
Crow, Sheryl - Strong Enough
Crow, Sheryl - Sweet Child o' Mine
Crow, Sheryl - There Goes the Neighborhood
Crow, Sheryl - Tomorrow Never Dies
Crow, Sheryl - It's Only Love
Crow, Sheryl - If It Makes You Happy
Crow, Sheryl - Home
